"Año","Origen","U_Destino","Cantidad"
"2009","Purdue U.","U. Industrial de std","1617"
"2009","George washington U., the","U. Javeriana","1618"
"2009","U. Of california - davis","U. Nal. De Col.","1619"
"2009","Suny college of environmental science and forestry","U. De san buenaventura","1620"
"2009","Southern illinois U. Carbondale","U. De nariño","1621"
"2009","Western michigan U.","Escuela nal. De antropología e historia méxico","1622"
"2009","Southern illinois U. Carbondale","U. Tecnologica del choco-diego luis cordoba","1623"
"2009","U. Of michigan - ann arbor","U. El bosque","1624"
"2009","New york U.","U. Del valle","1625"
"2009","U. Of pittsburgh - main campus","U. Santo tomas","1626"
"2009","Harvard U.","U. De los andes","1627"
"2009","U. Of wisconsin - madison","U. De los andes","1628"
"2009","New york U.","U. De los andes","1629"
"2010","Suny at buffalo","U. Javeriana","1630"
"2010","Suffolk U.","U. Eafit-","1631"
"2010","Columbia U. In the city of new york","U. De los andes","1632"
"2010","American U.","U. Pontificia bolivariana","1633"
"2010","Washington state U.","U. Del norte","1634"
"2010","Illinois state U.","U. De los andes","1635"
"2010","Suny at binghamton","Fundacion U. De bogota - jorge tadeo lozano","1636"
"2010","U. Of florida","U. De san buenaventura","1637"
"2010","U. Of florida","U. Del valle","1638"
"2010","U. Of nebraska - lincoln","Escuela de ingenieria de antioquia eia","1639"
"2010","U. Of connecticut","U. Javeriana","1640"
"2010","U. Of illinois at chicago","U. Nal. De Col.","1641"
"2010","U. Of florida","U. Del valle","1642"
"2010","Boston U.","U. Eafit-","1643"
"2010","American U.","U. Pontificia bolivariana","1644"
"2010","Carnegie mellon U.","U. De medellin","1645"
"2010","U. Of illinois at urbana-champaign","U. Del valle","1646"
"2010","Suny college of environmental science and forestry","Escuela de ingenieria de antioquia eia","1647"
"2010","U. Of north carolina at chapel hill","U. Nal. De Col.","1648"
"2010","Brown U.","U. De los andes","1649"
"2010","Boston college","U. Eafit-","1650"
"2010","Harvard U.","U. De los andes","1651"
"2010","Suny stony brook","U. Javeriana","1652"
"2010","U. Of illinois at urbana-champaign","U. Eafit-","1653"
"2010","Emory U.","Escuela de ingenieria de antioquia eia","1654"
"2010","Illinois institute of technology","U. Nal. De Col.","1655"
"2010","Purdue U.","U. Industrial de std","1656"
"2010","Ohio state U.","U. Nal. De Col.","1657"
"2010","Brigham young U.","U. Ces","1658"
"2010","Portland state U.","U. Del valle","1659"
"2010","Cornell U.","Colegio mayor de nuestra señora del rosario","1660"
"2010","Southern illinois U. Carbondale","U. Javeriana","1661"
"2010","U. Of arkansas, fayetteville","U. Externado de Col.","1662"
"2010","Purdue U.","Escuela militar de aviacion marco fidel suarez","1663"
"2010","U. Of arizona","U. Nal. De Col.","1664"
"2010","Suny stony brook","U. Del atlantico","1665"
"2010","Ohio state U.","U. Nal. De Col.","1666"
"2010","Michigan state U.","U. De caldas","1667"
"2010","Purdue U.","Escuela agricola panamericana, zamorano","1668"
"2010","Purdue U.","U. De los andes","1669"
"2010","Pennsylvania state U.","U. De caldas","1670"
"2010","U. Of iowa","U. Nal. De Col.","1671"
"2010","U. Of florida","U. Nal. De Col.","1672"
"2010","Purdue U.","U. Del norte","1673"
"2010","U. Of arkansas, fayetteville","U. Nal. De Col.","1674"
"2010","U. Of north dakota","U. Distrital-francisco jose de caldas","1675"
"2010","U. Of missouri - columbia","U. Del valle","1676"
"2010","Georgia institute of technology - main campus","U. Del valle","1677"
"2010","Suny at buffalo","U. Del valle","1678"
"2010","Old dominion U.","Escuela militar de aviacion marco fidel suarez","1679"
"2010","U. Of oregon","U. Del norte","1680"
"2010","Temple U.","U. Eafit-","1681"
"2010","U. Of delaware","U. Francisco de paula std","1682"
"2010","U. Of michigan - ann arbor","Escuela superior de administracion publica-esap-","1683"
"2010","U. Of washington","U. De los llanos","1684"
"2010","U. Of pittsburgh - main campus","U. Industrial de std","1685"
"2010","New york U.","U. De los andes","1686"
"2010","U. Of oregon","U. Javeriana","1687"
"2010","Syracuse U.","U. Nal. De Col.","1688"
"2010","U. Of california - los angeles","U. Nal. De Col.","1689"
"2010","U. Of miami","U. Javeriana","1690"
"2010","Columbia U. In the city of new york","U. Javeriana","1691"
"2010","Temple U.","U. Externado de Col.","1692"
"2010","U. Of pittsburgh - main campus","U. De los andes","1693"
"2010","U. Of maryland - college park","U. Nal. De Col.","1694"
"2010","Northeastern U.","U. Tecnologica de bolivar","1695"
"2010","U. Of maryland - college park","U. De los andes","1696"
"2010","Purdue U.","U. Pontificia bolivariana","1697"
"2010","Rush U.","U. Ces","1698"
"2010","Texas tech U.","U. Ces","1699"
"2010","Howard U.","U. De los andes","1700"
"2010","Drexel U.","U. Javeriana","1701"
"2010","Syracuse U.","U. Externado de Col.","1702"
"2010","Massachusetts institute of technology","Fundacion U. Autonoma de Col. -fuac-","1703"
"2010","U. Of louisville","U. Nal. De Col.","1704"
"2010","U. Of  - twin cities","U. De los andes","1705"
"2011","Georgetown U.","U. De san buenaventura","1706"
"2011","U. Of notre dame","Eberhard-karls-universitaet tuebingen","1707"
"2011","Columbia U. In the city of new york","U. Javeriana","1708"
"2011","U. Of florida","U. Militar-nueva granada","1709"
"2011","U. Of delaware","U. Nal. De Col.","1710"
"2011","Cornell U.","U. Javeriana","1711"
"2011","The U. Of montana","U. Del valle","1712"
"2011","Georgetown U.","U. Eafit-","1713"
"2011","Columbia U. In the city of new york","U. Pontificia bolivariana","1714"
"2011","Georgetown U.","U. Nal. De Col.","1715"
"2011","Ohio U. - main campus","U. Central","1716"
"2011","Pennsylvania state U.","U. Nal. De Col.","1717"
"2011","U. Of kansas","Fundacion U. De bogota - jorge tadeo lozano","1718"
"2011","Northwestern U.","U. Externado de Col.","1719"
"2011","Cornell U.","U. Javeriana","1720"
"2011","Emory U.","Escuela de ingenieria de antioquia eia","1721"
"2011","Rutgers, the state U. Of new jersey","U. De los andes","1722"
"2011","U. Of missouri - columbia","U. Nal. De Col.","1723"
"2011","U. Of oklahoma","U. Nal. De Col.","1724"
"2011","U. Of illinois at urbana-champaign","U. Nal. De Col.","1725"
"2011","Susquehanna U.","U. Nal. De Col.","1726"
"2011","Willamette U.","U. De antioquia","1727"
"2011","North carolina state U.","U. Nal. De Col.","1728"
"2011","American U.","U. Del norte","1729"
"2011","Ohio U. - main campus","U. Del norte","1730"
"2011","Worcester polytechnic institute","U. De antioquia","1731"
"2011","U. Of south florida","U. Libre","1732"
"2011","Suny at buffalo","Escuela Col. de ingenieria julio garavito","1733"
"2011","U. Of new mexico","U. Del cauca","1734"
"2011","U. Of california, santa barbara","U. Del valle","1735"
"2011","U. Of cincinnati","U. Javeriana","1736"
"2011","Oregon state U.","U. De antioquia","1737"
"2011","Georgetown U.","U. Pontificia bolivariana","1738"
"2011","Boston college","U. Nal. De Col.","1739"
"2011","Ohio state U.","U. Eafit-","1740"
"2011","Oklahoma state U.","Escuela Col. de ingenieria julio garavito","1741"
"2011","George mason U.","U. Del norte","1742"
"2011","Duke U.","U. Javeriana","1743"
"2011","U. Of illinois at urbana-champaign","U. Del valle","1744"
"2011","Temple U.","Colegio mayor de nuestra señora del rosario","1745"
"2011","Yeshiva U.","U. Nal. De Col.","1746"
"2011","U. Of delaware","U. Militar-nueva granada","1747"
"2011","U. Of miami","U. De medellin","1748"
"2011","Florida state U.","U. Del valle","1749"
"2011","U. Of illinois at chicago","U. Nal. De Col.","1750"
"2011","Columbia U. In the city of new york","U. Nal. De Col.","1751"
"2011","Pennsylvania state U.","U. Nal. De Col.","1752"
"2011","Southern illinois U. Carbondale","U. De caldas","1753"
"2011","Indiana U. Bloomington","U. De cordoba","1754"
"2011","U. Of florida","U. Nal. De Col.","1755"
"2011","Columbia U. In the city of new york","U. De los andes","1756"
"2011","Pennsylvania state U.","U. Nal. De Col.","1757"
"2011","Washington state U.","U. Nal. De Col.","1758"
"2011","Southern illinois U. Carbondale","U. Del magdalena - unimagdalena","1759"
"2011","American U.","U. Tecnologica del choco-diego luis cordoba","1760"
"2011","U. Of arkansas, fayetteville","U. Nal. De Col.","1761"
"2011","Suny at buffalo","U. De cartagena","1762"
"2011","U. Of california - davis","U. De los llanos","1763"
"2011","U. Of california - davis","Escuela Col. de ingenieria julio garavito","1764"
"2011","Pennsylvania state U.","U. Nal. De Col.","1765"
"2011","Purdue U.","U. Del valle","1766"
"2011","Suny college of environmental science and forestry","U. Del valle","1767"
"2011","U. Of southern california","U. Militar-nueva granada","1768"
"2011","U. Of oklahoma","U. De caldas","1769"
"2011","Texas a&m U.","U. Nal. De Col.","1770"
"2011","U. Of nebraska - lincoln","U. De nariño","1771"
"2011","U. Of texas at austin","U. De antioquia","1772"
"2011","Carnegie mellon U.","U. De los andes","1773"
"2011","Washington state U.","U. De caldas","1774"
"2011","U. Of nebraska - lincoln","U. Del valle","1775"
"2011","Louisiana state U. And a&m college","U. De sucre","1776"
"2011","Suny at binghamton","U. Nal. De Col.","1777"
"2011","U. Of washington","U. Eafit-","1778"
"2011","Massachusetts institute of technology","U. Nal. De Col.","1779"
"2011","U. Of maryland - college park","U. De antioquia","1780"
"2011","New york U.","U. Externado de Col.","1781"
"2011","American U.","Colegio mayor de nuestra señora del rosario","1782"
"2011","Worcester polytechnic institute","U. Autonoma del caribe- uniautonoma","1783"
"2011","Columbia U. In the city of new york","U. Javeriana","1784"
"2011","California institute of the arts","U. Eafit-","1785"
"2011","U. Of north texas","U. Javeriana","1786"
"2011","Columbia U. In the city of new york","U. Nal. De Col.","1787"
"2011","U. Of southern california","U. Javeriana","1788"
"2011","Duke U.","U. De los andes","1789"
"2011","Colorado state U.","U. Del tolima","1790"
"2011","Columbia U. In the city of new york","U. Of california - los angeles","1791"
"2011","U. Of colorado","U. Of south florida","1792"
"2012","Emory U.","U. Javeriana","1793"
"2012","The U. Of texas at dallas","U. Nal. De Col.","1794"
"2012","American U.","Escuela de ingenieria de antioquia eia","1795"
"2012","Brandeis U.","U. Pontificia bolivariana","1796"
"2012","U. Of arizona","U. Del valle","1797"
"2012","U. Of miami","U. Icesi","1798"
"2012","Tulane U.","U. Icesi","1799"
"2012","Ohio state U.","U. Eafit-","1800"
"2012","U. Of california, berkeley","U. Externado de Col.","1801"
"2012","U. Of maryland - college park","U. Eafit-","1802"
"2012","U. Of missouri - columbia","U. Industrial de std","1803"
"2012","U. Of miami","U. Autonoma de bucaramanga-unab-","1804"
"2012","American U.","U. Eafit-","1805"
"2012","Wake forest U.","U. Pontificia bolivariana","1806"
"2012","Southern illinois U. Carbondale","U. Pontificia bolivariana","1807"
"2012","Temple U.","U. Pedagogica nal.","1808"
"2012","Ohio state U.","U. Pontificia bolivariana","1809"
"2012","U. Of pittsburgh - main campus","U. Externado de Col.","1810"
"2012","U. Of massachusetts amherst","U. Nal. De Col.","1811"
"2012","Ohio state U.","U. Pontificia bolivariana","1812"
"2012","Purdue U.","Fundacion U. De america","1813"
"2012","Arizona state U.","U. Pedagogica nal.","1814"
"2012","U. Of vermont","U. Industrial de std","1815"
"2012","U. Of new mexico","U. De antioquia","1816"
"2012","U. Of pittsburgh - main campus","U. De los andes","1817"
"2012","Montana state U. - bozeman","U. De caldas","1818"
"2012","U. Of missouri - columbia","U. De los andes","1819"
"2012","Cornell U.","U. Nal. De Col.","1820"
"2012","U. Of kansas","U. Nal. De Col.","1821"
"2012","Temple U.","Colegio mayor de nuestra señora del rosario","1822"
"2012","U. Of california, santa cruz","U. De los andes","1823"
"2012","Washington state U.","U. Industrial de std","1824"
"2012","Suny college of environmental science and forestry","U. Autonoma de bucaramanga-unab-","1825"
"2012","U. Of nebraska at omaha","U. Metropolitana","1826"
"2012","U. Of california, berkeley","U. De los andes","1827"
"2012","New york U.","U. De los andes","1828"
"2012","U. Of michigan - ann arbor","U. Nal. De Col.","1829"
"2012","Northeastern U.","U. Distrital-francisco jose de caldas","1830"
"2012","Yale U.","U. De los andes","1831"
"2012","U. Of rochester","U. De antioquia","1832"
"2012","Colorado school of mines","U. Nal. De Col.","1833"
"2012","U. Of oklahoma","U. Industrial de std","1834"
"2012","Georgia state U.","U. Industrial de std","1835"
"2012","U. Of illinois at urbana-champaign","U. Industrial de std","1836"
"2012","Florida international U.","U. De la sabana","1837"
"2012","Columbia U. In the city of new york","Colegio mayor de nuestra señora del rosario","1838"
"2012","American U.","U. Eafit-","1839"
"2012","Georgetown U.","U. Javeriana","1840"
"2012","American U.","U. Industrial de std","1841"
"2012","Columbia U. In the city of new york","U. Pedagogica nal.","1842"
"2012","U. Of texas at austin","U. Nal. De Col.","1843"
"2012","U. Of houston","U. Javeriana","1844"
"2012","U. Of georgia","U. Pedagogica nal.","1845"
"2012","Columbia U. In the city of new york","U. De caldas","1846"
"2012","Columbia U. In the city of new york","U. Nal. De Col.","1847"
"2012","U. Of north texas","U. Central","1848"
"2012","U. Of florida","U. Del valle","1849"
"2012","U. Of oregon","U. Nal. De Col.","1850"
"2012","Florida state U.","U. Nal. De Col.","1851"
"2012","Mississippi state U.","U. Nal. De Col.","1852"
"2012","U. Of pittsburgh - main campus","U. Nal. De Col.","1853"
"2012","Michigan state U.","U. Nal. De Col.","1854"
"2012","U. Of florida","U. Nal. De Col.","1855"
"2012","U. Of florida","U. Del cauca","1856"
"2012","Purdue U.","U. Del valle","1857"
"2012","U. Of delaware","U. Industrial de std","1858"
"2012","Utah state U.","U. Of puerto rico - rio piedras campus","1859"
"2012","Michigan state U.","U. De la sabana","1860"
"2012","U. Of california - davis","U. Nal. De Col.","1861"
"2012","U. Of massachusetts - dartmouth","U. Del valle","1862"
"2012","Louisiana state U. And a&m college","U. Del valle","1863"
"2012","U. Of minnesota medical center - fairview","U. Libre","1864"
"2012","Ohio state U.","U. Nal. De Col.","1865"
"2012","The new school","U. De los andes","1866"
"2012","Purdue U.","U. Nal. De Col.","1867"
"2012","Colorado state U.","U. Nal. De Col.","1868"
"2012","The U. Of tennessee - knoxville","U. Nal. De Col.","1869"
"2012","Columbia U. In the city of new york","U. De antioquia","1870"
"2012","Purdue U.","U. Del norte","1871"
"2012","Brown U.","Colegio mayor de nuestra señora del rosario","1872"
"2012","Purdue U.","U. Javeriana","1873"
"2012","Purdue U.","U. Pontificia bolivariana","1874"
"2012","Purdue U.","U. Del valle","1875"
"2012","Rutgers, the state U. Of new jersey","U. Javeriana","1876"
"2012","Lincoln U.","U. Nal. De Col.","1877"
"2012","Bard college","U. Nal. De Col.","1878"
"2013","U. Of kansas","U. Del valle","1879"
"2013","U. Of illinois at chicago","U. Nal. De Col.","1880"
"2013","Cornell U.","U. Nal. De Col.","1881"
"2013","U. Of illinois at chicago","U. Nal. De Col.","1882"
"2013","U. Of florida","U. El bosque","1883"
"2013","U. Of texas at austin","U. Nal. De Col.","1884"
"2013","Georgia institute of technology - main campus","U. Eafit-","1885"
"2013","Ohio state U.","U. De san buenaventura","1886"
"2013","U. Of nebraska - lincoln","U. Tecnologica de bolivar","1887"
"2013","North carolina state U.","U. Nal. De Col.","1888"
"2013","Rutgers, the state U. Of new jersey","U. Nal. De Col.","1889"
"2013","U. Of north carolina at charlotte","U. Del valle","1890"
"2013","Harvard U.","U. De los andes","1891"
"2013","Illinois institute of technology","U. De los andes","1892"
"2013","San diego state U.","U. Autonoma del caribe- uniautonoma","1893"
"2013","Southern illinois U. Edwardsville","U. Del atlantico","1894"
"2013","Woods  hole  oceanographic institution","Fundacion U. De bogota - jorge tadeo lozano","1895"
"2013","Purdue U.","U. Nal. De Col.","1896"
"2013","Temple U.","Fundacion U. De bogota - jorge tadeo lozano","1897"
"2013","Colorado state U.","U. Nal. De Col.","1898"
"2013","Texas a&m U.","U. Del valle","1899"
"2013","Georgia institute of technology - main campus","U. Autonoma de occidente","1900"
"2013","Cornell U.","U. De los andes","1901"
"2013","U. Of minnesota medical center - fairview","U. Eafit-","1902"
"2013","Tulane U.","U. De los andes","1903"
"2013","Michigan state U.","Fundacion U. De america","1904"
"2013","Washington state U.","Fundacion U. De america","1905"
"2013","Purdue U.","U. Industrial de std","1906"
"2013","Clemson U.","U. Del valle","1907"
"2013","U. Of massachusetts amherst","U. De antioquia","1908"
"2013","U. Of florida","U. Eafit-","1909"
"2013","U. Of florida","U. Militar-nueva granada","1910"
"2013","Virginia polytechnic institute and state U.","U. Nal. De Col.","1911"
"2013","Georgia institute of technology - main campus","U. De los andes","1912"
"2013","Purdue U.","U. Distrital-francisco jose de caldas","1913"
"2013","U. Of california, berkeley","U. Nal. De Col.","1914"
"2013","U. Of texas at austin","U. De la sabana","1915"
"2013","Carnegie mellon U.","U. De los andes","1916"
"2013","U. Of missouri - columbia","U. Eafit-","1917"
"2013","U. Of chicago","U. De los andes","1918"
"2013","Columbia U. In the city of new york","U. De los andes","1919"
"2013","Harvard U.","U. De los andes","1920"
"2013","Columbia U. In the city of new york","U. De los andes","1921"
"2013","U. Of arkansas, fayetteville","U. Icesi","1922"
"2013","U. Of delaware","U. Pontificia bolivariana","1923"
"2013","U. Of california, berkeley","U. Javeriana","1924"
"2013","Ohio state U.","U. Del cauca","1925"
"2013","Florida state U.","U. Del cauca","1926"
"2013","U. Of california - davis","U. Eafit-","1927"
"2013","Wilson college","U. Nal. De Col.","1928"
"2013","Austin college","U. Nal. De Col.","1929"
"2013","Emerson college","U. Nal. De Col.","1930"
"2013","Southern illinois U. Carbondale","U. Industrial de std","1931"
"2013","Pennsylvania state U.","U. De antioquia","1932"
"2013","Cornell U.","U. Nal. De Col.","1933"
"2013","U. Of illinois at urbana-champaign","U. Del valle","1934"
"2013","U. Of virginia","U. De los andes","1935"
"2013","Willamette U.","U. De antioquia","1936"
"2013","South dakota state U.","U. De la amazonia","1937"
"2013","Harvard U.","U. Del valle","1938"
"2013","Suny at binghamton","U. Industrial de std","1939"
"2013","North carolina state U.","U. De los andes","1940"
"2013","Purdue U.","Escuela de ingenieria de antioquia eia","1941"
"2013","U. Of minnesota medical center - fairview","U. Tecnologica de bolivar","1942"
"2013","U. Of illinois at urbana-champaign","U. Industrial de std","1943"
"2013","U. Of arkansas, fayetteville","U. Del valle","1944"
"2013","Rutgers, the state U. Of new jersey","U. Eafit-","1945"
"2013","Harvard U.","U. De los andes","1946"
"2013","U. Of california, berkeley","U. Externado de Col.","1947"
"2013","Georgetown U.","U. De los andes","1948"
"2013","American U.","U. Nal. De Col.","1949"
"2013","New york U.","U. De los andes","1950"
"2013","U. Of notre dame","U. Eafit-","1951"
"2013","Oregon state U.","Fundacion U. De bogota - jorge tadeo lozano","1952"
"2013","U. Of north carolina at wilmington","Fundacion U. De bogota - jorge tadeo lozano","1953"
"2013","New york U.","U. Distrital-francisco jose de caldas","1954"
"2013","U. Of michigan - ann arbor","U. Del atlantico","1955"
"2013","Case western reserve U.","U. De los andes","1956"
"2013","U. Of california, berkeley","U. Nal. De Col.","1957"
"2013","U. Of pittsburgh - main campus","U. Eafit-","1958"
"2013","Catholic U. Of america","U. De antioquia","1959"
"2013","U. Of oregon","U. Autonoma de occidente","1960"
"2013","Temple U.","Escuela de ingenieria de antioquia eia","1961"
"2013","U. Of maryland - college park","U. De los andes","1962"
"2013","New york U.","U. Javeriana","1963"
"2013","Ohio state U.","U. Eafit-","1964"
"2013","Rice U.","U. De los andes","1965"
"2013","Loyola U. Of chicago","U. De los andes","1966"
"2013","Florida international U.","U. Del cauca","1967"
"2013","U. Of illinois at chicago","U. Javeriana","1968"
"2013","U. Of minnesota - twin cities","Escuela nal. De policía general std","1969"
"2013","U. Of pittsburgh - main campus","U. Nal. De Col.","1970"
"2013","New york U.","U. Javeriana","1971"
"2013","Washington state U.","U. Pedagogica y tecnologica de Col. - uptc","1972"
"2013","Purdue U.","U. Popular del cesar","1973"
"2013","U. Of arizona","U. SurCol.","1974"
"2013","Southern illinois U. Carbondale","U. Tecnologica de bolivar","1975"
"2013","Gardner-webb U.","U. Del atlantico","1976"
"2013","School of the art institute of chicago","Fundacion U. De bogota - jorge tadeo lozano","1977"
"2013","Suny at buffalo","U. Javeriana","1978"
"2013","The new school","Fundacion U. De bogota - jorge tadeo lozano","1979"
"2013","Otis college of art and design","U. Nal. De Col.","1980"
"2013","North dakota state U. - main campus","U. Javeriana","1981"
"2014","U. Of california - davis","U. Nal. De Col.","1982"
"2014","Cornell U.","U. Nal. De Col.","1983"
"2014","Suny at binghamton","U. De los andes","1984"
"2014","Cornell U.","U. Nal. De Col.","1985"
"2014","U. Of massachusetts amherst","U. Nal. De Col.","1986"
"2014","Columbia U. In the city of new york","U. De los andes","1987"
"2014","Harvard U.","U. De los andes","1988"
"2014","Pennsylvania state U.","U. Nal. De Col.","1989"
"2014","Antioch college","U. Distrital-francisco jose de caldas","1990"
"2014","Georgia institute of technology - main campus","U. Of central florida","1991"
"2014","San francisco state U.","U. Javeriana","1992"
"2014","Suny stony brook","Universitat de barcelona","1993"
"2014","Tompkins cortland community college","Occidental college","1994"
"2014","U. Of california - davis","U. Militar-nueva granada","1995"
"2014","U. Of pittsburgh - main campus","Escuela de ingenieria de antioquia eia","1996"
"2014","Columbia U. In the city of new york","Colegio de estudios superiores de administracion-cesa-","1997"
"2014","U. Of illinois at chicago","U. Pontificia bolivariana","1998"
"2014","Carnegie mellon U.","U. Pontificia bolivariana","1999"
"2014","U. Of texas at austin","U. De los andes","2000"
"2014","U. Of wisconsin - madison","U. Nal. De Col.","2001"
"2014","U. Of georgia","U. De los andes","2002"
"2014","Washington state U.","U. Industrial de std","2003"
"2014","Ohio state U.","U. Industrial de std","2004"
"2014","U. Of north carolina at chapel hill","U. De los andes","2005"
"2014","Ohio U. - main campus","U. Del norte","2006"
"2014","U. Of california - san diego","U. Nal. De Col.","2007"
"2014","Georgetown U.","U. Nal. De Col.","2008"
"2014","U. Of kansas","U. Autonoma de bucaramanga-unab-","2009"
"2014","Georgia institute of technology - main campus","U. Del valle","2010"
"2014","U. Of pittsburgh - main campus","U. Del norte","2011"
"2014","Rice U.","U. De san buenaventura","2012"
"2014","U. Of delaware","U. Del valle","2013"
"2014","U. Of st. Thomas","U. Tecnologica del choco-diego luis cordoba","2014"
"2014","Ursinus college","U. Industrial de std","2015"
"2014","Pennsylvania state U.","U. Pontificia bolivariana","2016"
"2014","Stevens institute of technology","U. Externado de Col.","2017"
"2014","The new school","U. Distrital-francisco jose de caldas","2018"
"2014","Columbia U. In the city of new york","U. De los andes","2019"
"2014","Florida international U.","U. Nal. De Col.","2020"
"2014","U. Of florida","U. Nal. De Col.","2021"
"2014","Pennsylvania state U.","U. Del valle","2022"
"2014","U. Of arkansas at monticello","U. Pedagogica nal.","2023"
"2014","U. Of central florida","U. De la sabana","2024"
"2014","U. Of pennsylvania","U. Nal. De Col.","2025"
"2014","U. Of louisville","U. Icesi","2026"
"2014","Rice U.","U. Eafit-","2027"
"2014","U. Of south carolina - columbia","Fundacion universitaria esumer","2028"
"2014","U. Of notre dame","U. SurCol.","2029"
"2014","U. Of chicago","U. De los andes","2030"
"2014","Tufts U.","U. De los andes","2031"
"2014","Georgetown U.","U. Nal. De Col.","2032"
"2014","U. Of massachusetts amherst","U. De caldas","2033"
"2014","Tulane U.","U. Nal. De Col.","2034"
"2014","Northwestern U.","U. Javeriana","2035"
"2014","U. Of maryland - college park","U. De los andes","2036"
"2014","The college of wooster","U. Del quindio","2037"
"2014","Manhattan school of music","U. De los andes","2038"
"2014","Columbia college","U. Javeriana","2039"
"2014","Ohio state U.","Corporacion U. Piloto de Col.","2040"
"2014","Texas a&m U.","U. Nal. De Col.","2041"
"2014","Johns hopkins U.","U. De cartagena","2042"
"2014","Harvard U.","U. De antioquia","2043"
"2014","Columbia U. In the city of new york","U. De los andes","2044"
"2014","Michigan state U.","U. Pedagogica y tecnologica de Col. - uptc","2045"
"2014","Oregon state U.","U. Javeriana","2046"
"2014","Purdue U.","U. Nal. De Col.","2047"
"2014","U. Of minnesota medical center - fairview","U. Nal. De Col.","2048"
"2014","Florida international U.","U. Del valle","2049"
"2014","Georgetown U.","U. Nal. De Col.","2050"
"2014","U. Of florida","U. Del norte","2051"
"2014","Southern illinois U. Carbondale","U. Pedagogica nal.","2052"
"2014","U. Of minnesota medical center - fairview","U. De medellin","2053"
"2015","U. Of nebraska - lincoln","U. De antioquia","2054"
"2015","Cornell U.","U. Nal. De Col.","2055"
"2015","U. Of california, berkeley","U. Nal. De Col.","2056"
"2015","U. Of maryland - college park","U. Nal. De Col.","2057"
"2015","Cooper union","U. De los andes","2058"
"2015","Hollins U.","U. Pedagogica nal.","2060"
"2015","California college of the arts","U. De los andes","2059"
"2015","U. Of arkansas at monticello","U. Distrital-francisco jose de caldas","2061"
"2015","Michigan state U.","Institucion universitaria colombo americana - unica","2062"
"2015","City college of new york of the city U. Of new york, the","U. De los andes","2063"
"2015","U. Of california - los angeles","U. Militar-nueva granada","2064"
"2015","Michigan state U.","U. Militar-nueva granada","2065"
"2015","Boston U.","U. Del valle","2066"
"2015","Massachusetts institute of technology","U. Pontificia bolivariana","2067"
"2015","U. Of kansas","U. De los andes","2068"
"2015","U. Of maryland - college park","U. De los andes","2069"
"2015","U. Of california, berkeley","U. De los andes","2070"
"2015","U. Of nevada - reno","U. Industrial de std","2071"
"2015","U. Of nebraska - lincoln","U. De antioquia","2072"
"2015","Florida atlantic U.","U. De la sabana","2073"
"2015","Georgetown U.","U. De cartagena","2074"
"2015","Emory U.","U. Icesi","2075"
"2015","New york U.","U. De los andes","2076"
"2015","U. Of missouri - columbia","U. Eafit-","2077"
"2015","U. Of massachusetts amherst","U. Eafit-","2078"
"2015","U. Of georgia","U. Tecnologica de bolivar","2079"
"2015","Columbia U. In the city of new york","U. Del rosario","2080"
"2015","Castleton state college","U. De caldas","2081"
"2015","Pacific U.","U. De nariño","2082"
"2015","The U. Of texas at dallas","U. Del norte","2083"
"2015","Auburn U. Main campus","U. De los andes","2084"
"2015","Michigan state U.","U. Nal. De Col.","2085"
"2015","U. Of illinois at urbana-champaign","U. Tecnologica de pereira - utp","2086"
"2015","U. Of massachusetts amherst","U. Distrital-francisco jose de caldas","2087"
"2015","U. Of delaware","U. Distrital-francisco jose de caldas","2088"
"2015","Rhode island school of design","U. Nal. De Col.","2089"
"2015","Temple U.","U. Nal. De Col.","2090"
"2015","Bard college","U. Del valle","2091"
"2015","Georgetown U.","U. Nal. De Col.","2092"
"2015","City college of new york of the city U. Of new york, the","Fundacion U. De bogota - jorge tadeo lozano","2093"
"2015","Savannah college of art and design","U. Icesi","2094"
"2015","Northeastern U.","U. De antioquia","2095"
"2015","U. Of wisconsin - madison","U. Del rosario","2096"
"2015","U. Of california, berkeley","U. De los andes","2097"
"2015","U. Of texas at austin","U. Nal. De Col.","2098"
"2015","U. Of california - davis","U. Nal. De Col.","2099"
"2015","U. Of chicago","U. Eafit-","2100"
"2015","Harvard U.","U. Javeriana","2101"
"2015","Georgetown U.","U. De los andes","2102"
"2015","U. Of illinois at urbana-champaign","U. Distrital-francisco jose de caldas","2103"
"2015","Ohio state U.","U. Nal. De Col.","2104"
"2015","U. Of texas at austin","U. Nal. De Col.","2105"
"2015","Texas tech U.","U. Eafit-","2106"
"2015","New york U.","U. De caldas","2107"
"2015","U. Of iowa","U. Eafit-","2108"
"2015","Westchester medical center","U. De cartagena","2109"
"2015","U. Of maryland - college park","Escuela naval de cadetes almirante padilla","2110"
"2015","U. Of pittsburgh - main campus","U. Ces","2111"
"2015","Louisiana state U. And a&m college","U. Eafit-","2112"
"2015","Fordham U.","U. Del valle","2113"
"2015","U. Of pittsburgh - main campus","U. Nal. De Col.","2114"
"2015","Virginia commonwealth U.","U. Nal. De Col.","2115"
"2015","U. Of california, riverside","U. De nariño","2116"
"2015","U. Of massachusetts amherst","U. Pontificia bolivariana","2117"
"2015","U. Of california - davis","U. De los llanos","2118"
"2015","The new school","U. Javeriana","2119"
